DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':27,'y':58,'name':'XXX_E_27,'y':58'map_tile':{'name':CAVE},'level_name':''}","{'x':28,'y':58,'name':'XXX_E_28,'y':58'map_tile':{'name':CAVE},'level_name':''}","{'x':29,'y':58,'name':'XXX_E_29,'y':58'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':26,'y':57,'name':'XXX_E_26,'y':57'map_tile':{'name':CAVE},'level_name':''}","{'x':27,'y':57,'name':'XXX_E_27,'y':57'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':29,'y':57,'name':'XXX_E_29,'y':57'map_tile':{'name':CAVE},'level_name':''}","{'x':30,'y':57,'name':'XXX_E_30,'y':57'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,"{'x':33,'y':57,'name':'XXX_E_33,'y':57'map_tile':{'name':CAVE},'level_name':''}","{'x':34,'y':57,'name':'XXX_E_34,'y':57'map_tile':{'name':CAVE},'level_name':''}","{'x':35,'y':57,'name':'XXX_E_35,'y':57'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':23,'y':56,'name':'XXX_E_23,'y':56'map_tile':{'name':CAVE},'level_name':''}","{'x':24,'y':56,'name':'XXX_E_24,'y':56'map_tile':{'name':CAVE},'level_name':''}","{'x':25,'y':56,'name':'XXX_E_25,'y':56'map_tile':{'name':CAVE},'level_name':''}","{'x':26,'y':56,'name':'XXX_E_26,'y':56'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,"{'x':30,'y':56,'name':'XXX_E_30,'y':56'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':32,'y':56,'name':'XXX_E_32,'y':56'map_tile':{'name':CAVE},'level_name':''}","{'x':33,'y':56,'name':'XXX_E_33,'y':56'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':35,'y':56,'name':'XXX_E_35,'y':56'map_tile':{'name':CAVE},'level_name':''}","{'x':36,'y':56,'name':'XXX_E_36,'y':56'map_tile':{'name':CAVE},'level_name':''}","{'x':37,'y':56,'name':'XXX_E_37,'y':56'map_tile':{'name':CAVE},'level_name':''}","{'x':38,'y':56,'name':'XXX_E_38,'y':56'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':23,'y':55,'name':'XXX_E_23,'y':55'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,"{'x':26,'y':55,'name':'XXX_E_26,'y':55'map_tile':{'name':CAVE},'level_name':''}","{'x':27,'y':55,'name':'XXX_E_27,'y':55'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':29,'y':55,'name':'XXX_E_29,'y':55'map_tile':{'name':CAVE},'level_name':''}","{'x':30,'y':55,'name':'XXX_E_30,'y':55'map_tile':{'name':CAVE},'level_name':''}","{'x':31,'y':55,'name':'XXX_E_31,'y':55'map_tile':{'name':CAVE},'level_name':''}","{'x':32,'y':55,'name':'XXX_E_32,'y':55'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':38,'y':55,'name':'XXX_E_38,'y':55'map_tile':{'name':CAVE},'level_name':''}","{'x':39,'y':55,'name':'XXX_E_39,'y':55'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':23,'y':54,'name':'XXX_E_23,'y':54'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,"{'x':27,'y':54,'name':'XXX_E_27,'y':54'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':29,'y':54,'name':'XXX_E_29,'y':54'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':31,'y':54,'name':'XXX_E_31,'y':54'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,"{'x':35,'y':54,'name':'XXX_E_35,'y':54'map_tile':{'name':CAVE},'level_name':''}","{'x':36,'y':54,'name':'XXX_E_36,'y':54'map_tile':{'name':CAVE},'level_name':''}","{'x':37,'y':54,'name':'XXX_E_37,'y':54'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':39,'y':54,'name':'XXX_E_39,'y':54'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':22,'y':53,'name':'XXX_E_22,'y':53'map_tile':{'name':CAVE},'level_name':''}","{'x':23,'y':53,'name':'XXX_E_23,'y':53'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,"{'x':26,'y':53,'name':'XXX_E_26,'y':53'map_tile':{'name':CAVE},'level_name':''}","{'x':27,'y':53,'name':'XXX_E_27,'y':53'map_tile':{'name':CAVE},'level_name':''}","{'x':28,'y':53,'name':'XXX_E_28,'y':53'map_tile':{'name':CAVE},'level_name':''}","{'x':29,'y':53,'name':'XXX_E_29,'y':53'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':31,'y':53,'name':'XXX_E_31,'y':53'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,"{'x':34,'y':53,'name':'XXX_E_34,'y':53'map_tile':{'name':CAVE},'level_name':''}","{'x':35,'y':53,'name':'XXX_E_35,'y':53'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':37,'y':53,'name':'XXX_E_37,'y':53'map_tile':{'name':CAVE},'level_name':''}","{'x':38,'y':53,'name':'XXX_E_38,'y':53'map_tile':{'name':CAVE},'level_name':''}","{'x':39,'y':53,'name':'XXX_E_39,'y':53'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':19,'y':52,'name':'XXX_E_19,'y':52'map_tile':{'name':DUNGEON},'level_name':''}",DELETE,DELETE,DELETE,"{'x':23,'y':52,'name':'XXX_E_23,'y':52'map_tile':{'name':CAVE},'level_name':''}","{'x':24,'y':52,'name':'XXX_E_24,'y':52'map_tile':{'name':CAVE},'level_name':''}","{'x':25,'y':52,'name':'XXX_E_25,'y':52'map_tile':{'name':CAVE},'level_name':''}","{'x':26,'y':52,'name':'XXX_E_26,'y':52'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,"{'x':29,'y':52,'name':'XXX_E_29,'y':52'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':31,'y':52,'name':'XXX_E_31,'y':52'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':33,'y':52,'name':'XXX_E_33,'y':52'map_tile':{'name':CAVE},'level_name':''}","{'x':34,'y':52,'name':'XXX_E_34,'y':52'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':19,'y':51,'name':'XXX_E_19,'y':51'map_tile':{'name':DUNGEON},'level_name':''}",DELETE,DELETE,DELETE,DELETE,"{'x':24,'y':51,'name':'XXX_E_24,'y':51'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':26,'y':51,'name':'XXX_E_26,'y':51'map_tile':{'name':CAVE},'level_name':''}","{'x':27,'y':51,'name':'XXX_E_27,'y':51'map_tile':{'name':CAVE},'level_name':''}",DELETE,"{'x':29,'y':51,'name':'XXX_E_29,'y':51'map_tile':{'name':CAVE},'level_name':''}","{'x':30,'y':51,'name':'XXX_E_30,'y':51'map_tile':{'name':CAVE},'level_name':''}","{'x':31,'y':51,'name':'XXX_E_31,'y':51'map_tile':{'name':CAVE},'level_name':''}","{'x':32,'y':51,'name':'XXX_E_32,'y':51'map_tile':{'name':CAVE},'level_name':''}","{'x':33,'y':51,'name':'XXX_E_33,'y':51'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':19,'y':50,'name':'XXX_E_19,'y':50'map_tile':{'name':DUNGEON},'level_name':''}",DELETE,DELETE,DELETE,DELETE,"{'x':24,'y':50,'name':'XXX_E_24,'y':50'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,"{'x':27,'y':50,'name':'XXX_E_27,'y':50'map_tile':{'name':CAVE},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':19,'y':49,'name':'XXX_E_19,'y':49'map_tile':{'name':DUNGEON},'level_name':''}",DELETE,DELETE,DELETE,"{'x':23,'y':49,'name':'XXX_E_23,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':24,'y':49,'name':'XXX_E_24,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':25,'y':49,'name':'XXX_E_25,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':26,'y':49,'name':'XXX_E_26,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':27,'y':49,'name':'XXX_E_27,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':28,'y':49,'name':'XXX_E_28,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':29,'y':49,'name':'XXX_E_29,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':30,'y':49,'name':'XXX_E_30,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':31,'y':49,'name':'XXX_E_31,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':32,'y':49,'name':'XXX_E_32,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':33,'y':49,'name':'XXX_E_33,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':34,'y':49,'name':'XXX_E_34,'y':49'map_tile':{'name':DUNGEON},'level_name':''}","{'x':35,'y':49,'name':'XXX_E_35,'y':49'map_tile':{'name':DUNGEON},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':19,'y':48,'name':'XXX_E_19,'y':48'map_tile':{'name':DUNGEON},'level_name':''}",DELETE,DELETE,DELETE,"{'x':23,'y':48,'name':'XXX_E_23,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':24,'y':48,'name':'XXX_E_24,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':25,'y':48,'name':'XXX_E_25,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':26,'y':48,'name':'XXX_E_26,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':27,'y':48,'name':'XXX_E_27,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':28,'y':48,'name':'XXX_E_28,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':29,'y':48,'name':'XXX_E_29,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':30,'y':48,'name':'XXX_E_30,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':31,'y':48,'name':'XXX_E_31,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':32,'y':48,'name':'XXX_E_32,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':33,'y':48,'name':'XXX_E_33,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':34,'y':48,'name':'XXX_E_34,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':35,'y':48,'name':'XXX_E_35,'y':48'map_tile':{'name':DUNGEON},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,DELETE,"{'x':44,'y':48,'name':'XXX_E_44,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':45,'y':48,'name':'XXX_E_45,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':46,'y':48,'name':'XXX_E_46,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':47,'y':48,'name':'XXX_E_47,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':48,'y':48,'name':'XXX_E_48,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':49,'y':48,'name':'XXX_E_49,'y':48'map_tile':{'name':DUNGEON},'level_name':''}","{'x':50,'y':48,'name':'XXX_E_50,'y':48'map_tile':{'name':DUNGEON},'level_name':''}",DELETE,DELETE,DELETE,DELETE,DELETE,DELETE
